C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\center_2021_05_05_15_39_07_152.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\left_2021_05_05_15_39_07_152.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\right_2021_05_05_15_39_07_152.jpg,0,0,0,1.580083E-05
C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\center_2021_05_05_15_39_07_223.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\left_2021_05_05_15_39_07_223.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\right_2021_05_05_15_39_07_223.jpg,0,0,0,4.374905E-06
C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\center_2021_05_05_15_39_07_305.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\left_2021_05_05_15_39_07_305.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\right_2021_05_05_15_39_07_305.jpg,0,0,0,2.783749E-05
C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\center_2021_05_05_15_39_07_377.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\left_2021_05_05_15_39_07_377.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\right_2021_05_05_15_39_07_377.jpg,0,0,0,1.094202E-05
C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\center_2021_05_05_15_39_07_447.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\left_2021_05_05_15_39_07_447.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\right_2021_05_05_15_39_07_447.jpg,0,0,0,1.593272E-05
C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\center_2021_05_05_15_39_07_514.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\left_2021_05_05_15_39_07_514.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\right_2021_05_05_15_39_07_514.jpg,0,0,0,2.877423E-06
C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\center_2021_05_05_15_39_07_582.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\left_2021_05_05_15_39_07_582.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\right_2021_05_05_15_39_07_582.jpg,0,0,0,1.738689E-06
C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\center_2021_05_05_15_39_07_651.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\left_2021_05_05_15_39_07_651.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\right_2021_05_05_15_39_07_651.jpg,0,0,0,5.663876E-06
C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\center_2021_05_05_15_39_07_722.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\left_2021_05_05_15_39_07_722.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\right_2021_05_05_15_39_07_722.jpg,0,0,0,4.298898E-06
C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\center_2021_05_05_15_39_07_790.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\left_2021_05_05_15_39_07_790.jpg,C:\Users\Dhiman Thakuria\Desktop\PML-master\IMG\right_2021_05_05_15_39_07_790.jpg,0,0,0,4.829858E-06
